id,Thương hiệu,Dòng xe,Loại xe,Dung tích xe,Giá,Số_km_da_đi,Tuoi_xe,Km_moi_nam,Tuoi_xe_x_Km,Log_Gia,full_description
67,honda,vario,tay ga,100 175 cc,1e-06,81000,6.0,13278.688524590165,486000.0,9.999995000003334e-07,dư dùng nên bán honda vario tay ga 100 175 cc xe 2019 9 c bstp sang tên ủy quyền vô tư xe có vô một số đồ chơi xe nhà chạy kĩ dàn ngoài có trày ít theo năm tháng mua về chỉ đổ xăng vô chạy xe chưa rớt đầu giá 3 x trung có thương lượng
68,yamaha,sirius,xe số,100 175 cc,7.3,40000,15.0,2649.0066225165565,600000.0,2.1162555148025524,cần bán xe sirius yamaha sirius xe số 100 175 cc mình có chiếc xe cũ cần bán xe biển tỉnh 86 xe chính chủ mẹ mình đứng tên ai cần liên hệ nhé giá bán còn bớt lọc
69,honda,wave,xe số,100 175 cc,16.555555,5062,2.0,2410.4761904761904,10124.0,2.865370424045177,wave rsx 110 honda wave xe số 100 175 cc xe còn rất mới ko cấn ko trầy xước thắng đùm chính chủ biển số sài gòn
70,sym,attila,tay ga,50 100 cc,3.0,10000,18.0,552.4861878453038,180000.0,1.3862943611198906,bán xe có cà vẹt chính chủ sym attila tay ga 50 100 cc xe chạy bình thường không hỏng hóc xe cũ ưng ý thì liên hệ sđt nhắn tin trực tiếp qua chợ tốt
71,hãng khác,dòng khác,tay côn moto,50 100 cc,28.0,30,3.0,9.67741935483871,90.0,3.367295829986474,cần bán xe hãng khác dòng khác tay côn moto 50 100 cc mọi thông tin thắc mắc xin vui lòng liên hệ giao xe tận tay nếu cần giấy tờ đầy đủ
72,yamaha,exciter,tay côn moto,100 175 cc,27.0,26264,7.0,3699.154929577465,183848.0,3.332204510175204,xe nhà đi cần bán yamaha exciter tay côn moto 100 175 cc xe nhà đi xe đẹp xe ít đi xe chính chủ bao công chứng hay ủy quyền
73,honda,air blade,tay ga,100 175 cc,22.9,12779,15.0,846.2913907284768,191685.0,3.173878458937465,air blade fi thái có trao đổi gl honda air blade tay ga 100 175 cc zin nguyên bản căng đét xe nhập thái fi máy quá chất có giao lưu trao đổi xe khác xe cầm thanh lý bao tranh chấp sang tên thông tư ok đã check ok đầy đủ biển sg 54 k
74,honda,wave,xe số,100 175 cc,9.2,25,7.0,3.5211267605633805,175.0,2.322387720290225,wave a em đi học ít đi giữ kĩ chính chủ bs hcm honda wave xe số 100 175 cc em lên đời xe tay ga dư bán nhé ba mua cho em dei học giờ em đi làm em đổi xe tay ga dư em bán nhé xe đời 2008 xe nhật đúng hãng honda máy móc còn zin nguyên chưa sửa gì ạ xe chính chủ ra công chứng sang tên được nhé có đầy đủ chức năng máy êm thì thầm ai có nhu cầu mua lại thì gọi cho em nha
75,honda,cub,xe số,dưới 50 cc,11.0,12000,28.0,427.0462633451957,336000.0,2.4849066497880004,cúp nhật 86 kim vàng giọt lệ honda cub xe số dưới 50 cc xe cúp nhật 86 kim vàng giọt lệ cực đẹp biển cực víp xe tâm huyết nhà e đẹp leng keng miễn bàn đời cao chót vót xe màu vỏ dưa đẹp nhất trên dòng xe cúp nhật máy zin êm ru ru thì thầm mùa xuân miễn bàn máy ko im chửi cha e xe giấy tờ đầy đủ cúp 50 cc đi ko cần bằng lái lưu ý giá tốt ae đam mê ae mua dc hả gọi e ko bới miễn trả giá e ko trả lời tin nhắn mua vui lòng gọi trực tiếp
76,honda,sh,tay ga,100 175 cc,35.5,49000,20.0,2437.8109452736317,980000.0,3.597312260588446,dư dùng honda sh tay ga 100 175 cc sh ý 150 sx 2005 xe zin chưa rớt đầu nút đèn pha chưa mở ngoại hình đẹp mọi chức năng hoạt động tốt công chứng sang tên trong ngày xem xe quận 1
77,piaggio,vespa,tay ga,100 175 cc,9.0,11000,14.0,780.1418439716313,154000.0,2.302585092994046,bấn vesspa lx 125 như hình piaggio vespa tay ga 100 175 cc mình còn dư xe vesspa lx như hình xe mới đi ít máy rất êm
78,honda,wave,xe số,100 175 cc,8.0,45000,18.0,2486.187845303867,810000.0,2.1972245773362196,wave a nhật còn chạy tốt bstp honda wave xe số 100 175 cc mình cần để lại chiếc wave a nhật máy móc còn chạy tốt có cavet và giấy mua bán cửa hàng mọi người liên hệ mình nhé
79,honda,lead,tay ga,100 175 cc,27.5,20000,5.0,3921.568627450981,100000.0,3.349904087274605,cần bán xe lead 2020 up 4 val xe nguyên zin 27 5 honda lead tay ga 100 175 cc lead 2020 up 4 val xe chính chủ ủy quyền sang tên đầy đủ xe nguyên zin odo thấp
80,honda,lead,tay ga,100 175 cc,39.0,15000,2.0,7142.857142857142,30000.0,3.6888794541139363,cần bán lead 4 val 2023 honda lead tay ga 100 175 cc cần bán lead 2023 xe chính chủ bs hcm tân phú
81,honda,sh,tay ga,100 175 cc,18.0,100000,0.0,1000000.0,0.0,2.9444389791664403,xe sh ý 2005 không sữ dụng cần bán honda sh tay ga 100 175 cc xe mình đi làm hàng ngày máy êm mạnh vọt anh em mua về dổ xăng là đi dàn áo cũ theo thời gian anh mua về lên 2012 hoặc dọn mới ok hết xe cứng cáp full mọi chức năng giá bán rẽ cho anh em về dọn
82,honda,lead,tay ga,100 175 cc,29.5,180000,5.0,35294.117647058825,900000.0,3.417726683613366,honda lead 125 mau vang nau honda lead tay ga 100 175 cc bán xe 9 chủ ky giay dk lan dau 01 2020 xe nha ích chay có trầy do để ở chung cư bs tphcm zin vỏ theo xe còn dày bánh dau chua mở phiên bản đặt biệt smarkey lef 2 từng odo 18000 còn xe chua lm gi het ca vet mau xanh chua huy uy lan nao ngay chu ky e k nhan tn ae alo cho nhanh gia dep
83,honda,future,xe số,100 175 cc,26.5,21000,4.0,5121.951219512195,84000.0,3.3141860046725258,bán future fi 125 honda future xe số 100 175 cc xe zin chưa rớt đầu bs tp chính chủ sang tên công chứng 1 nốt nhạc
84,honda,wave,xe số,100 175 cc,17.0,40000,3.0,12903.225806451612,120000.0,2.8903717578961645,dư xe honda wave xe số 100 175 cc chính chủ công chứng sang tên nhanh gọn ưu tiên có bớt chút lộc xe đi kỹ
85,hãng khác,dòng khác,tay ga,dưới 50 cc,16.0,800,1.0,727.2727272727273,800.0,2.833213344056216,đổi xe cần thanh lý xe zelioni hãng khác dòng khác tay ga dưới 50 cc mình có con zelioni đi đc hơn 800 km xe đăng ký 2024 ít đi đa phần xe mình để nhà xe đèn sau do bà cô dựng xe trượt xe bị đổ mới vỡ đèn sau nguyên zin xe có sao mình ns vậy biển quận 1 ae nào cần cứ ib fix đẹp cho ae lấy lẹ
86,honda,wave,xe số,100 175 cc,8.6,25,8.0,3.0864197530864197,200.0,2.2617630984737906,xe chính chủ máy êm honda wave xe số 100 175 cc do nhu cầu đổi xe cần bán lại cho ai chạy đi làm cực êm ít hao xăng xe ký giấy mua bán sang tên trong ngày mau lẹ
87,honda,sh,tay ga,100 175 cc,75.0,49530,5.0,9711.764705882353,247650.0,4.330733340286331,cần bán xe sh 2020 150 cbs 2020 trắng giá tốt honda sh tay ga 100 175 cc sh 2020 150 cbs 2020 trắng chính chủ 1 đời chủ odo 49530 xe chạy kĩ 2000 km thay nhớ 1 lần liqui 3000 thay nhớt lap vệ sinh nồi giá mong muốn 76 tr lh phát chính chủ xem xe tại quận 1
88,honda,wave,xe số,50 100 cc,9.5,666666,19.0,34903.97905759162,12666654.0,2.3513752571634776,xe cần bán honda wave xe số 50 100 cc xe nhà đi nay cần bán xe hoạt động bình thường xe chính chủ xe ít hao xăng
89,yamaha,exciter,tay côn moto,100 175 cc,4.0,40000,2.0,19047.619047619046,80000.0,1.6094379124341003,54 zz máy nhão gtdd yamaha exciter tay côn moto 100 175 cc máy 54 zz máy kêu bán hoặc giao lưu mio hoặc luvias
90,sym,elizabeth,tay ga,100 175 cc,2.5,100000,12.0,8264.462809917355,1200000.0,1.252762968495368,cần bán gấp xe tay ga giá rẻ sym elizabeth tay ga 100 175 cc xe y hình dành cho mấy chị em công nhân đang cần xe giá rẻ để đi làm và đi chợ
91,honda,wave,xe số,100 175 cc,17.0,30,0.0,300.0,0.0,2.8903717578961645,bán xe chưa qua sử dụng honda wave xe số 100 175 cc xe mới vừa từ head honda về chưa đăng ký biển số xe luôn muốn bán lại giá 17 tr có thỏa thuận nơi bán q1 tp hcm xe màu đỏ đen như hình
92,piaggio,gts,tay ga,100 175 cc,26.0,50000,16.0,3105.5900621118008,800000.0,3.295836866004329,bán vespa nhập nguyên chiếc ý piaggio gts tay ga 100 175 cc cần bán vespa 4 van nhập khẩu ý biển số phong thủy 8838 là phát phát mãi phát xe đẹp máy êm giấy tờ đầy đủ bao công chứng xe chạy rất vọt máy im ru xem xe quận 1 tại nhà
93,honda,wave,xe số,50 100 cc,5.5,15381,20.0,765.2238805970148,307620.0,1.8718021769015913,cần đổi xe honda wave xe số 50 100 cc xe nguyên zin chưa qua làm máy ai cần liên hệ qua số dt
94,honda,wave,xe số,50 100 cc,13.4,39000,7.0,5492.957746478874,273000.0,2.667228206581955,xe mới dọn sạch sẽ honda wave xe số 50 100 cc cần bán xe như hình 2018 nói chung xe sạch sẽ ko cần ta nhiều
95,suzuki,sport xipo,tay côn moto,100 175 cc,15.0,15000,27.0,553.5055350553505,405000.0,2.772588722239781,bán cho ae dam mê xe xipo suzuki sport xipo tay côn moto 100 175 cc xe đẹp như hình máy bao ngon bao êm mua về chỉ chạy ko nhận tin nhấn mua gọi đt hoặc zalo nhé ok
96,honda,winner x,tay côn moto,100 175 cc,16.5,44000,6.0,7213.114754098361,264000.0,2.8622008809294686,cần ra đi em winner x ít sử dụng 2019 bstp honda winner x tay côn moto 100 175 cc winner x 2019 máy nguyên zin 100 ít sử dụng cần ra đi giấy tờ hợp lệ sang tên thoải mái lh xem xe q1
97,honda,sh,tay ga,100 175 cc,45.0,71000,18.0,3922.651933701657,1278000.0,3.828641396489095,cần bán xe sh ý 2007 9 c do ko còn nhu cầu sử dụng honda sh tay ga 100 175 cc xuất xứ ý tình trạng dàn áo hơi phai màu mua về sơn lại là được máy móc chưa rớt đầu giấy tờ chính chủ có thể sang tên giá cả có thể thương lượng lại xem xe tại 106 mai thị lựu p đa kao quận 1
98,piaggio,liberty,tay ga,100 175 cc,17.5,30000,9.0,3296.703296703297,270000.0,2.917770732084279,liberty 2016 zin bstp chính chủ piaggio liberty tay ga 100 175 cc hình sao xe bên ngoài như vậy xe liberty abs màu đỏ cavet 2016 biển số bình thạnh hcm xe chính chủ ký bán full zin đã thay chống trợ lực dựng chống đứng rất nhẹ odo chuẩn 30 k xe từ lúc mua mới về sao để vậy chạy chưa đâm đụng chưa mở máy bao kiểm tra coi xe ở q1 hoặc q12
99,honda,pcx,tay ga,100 175 cc,15.8,25000,14.0,1773.049645390071,350000.0,2.8213788864092133,honda pcx 125 honda pcx tay ga 100 175 cc dừng gọi chỉ tin nhắn riêng tư xe e dọn tâm huyết từ trong ra ngoài sơn si trong hãng nguyên chiếc dọn từ những chi tiết nhỏ của xe mua về chỉ việc đổ xăng chạy vi vu xe đẹp máy êm dàn ngoài không khác gì xe mới
100,sym,venus,tay ga,100 175 cc,4.9,32668,11.0,2943.063063063063,359348.0,1.7749523509116738,elizabeth fi đời cuối bstp nhập khẩu cực êm bền sym venus tay ga 100 175 cc elizabeth có fi hàng nhập khẩu đài loan sx nguyên chiếc siêu bền sơn đen đỏ zin đẹp trầy nhẹ theo tg máy cực êm như xe điện đi xa rất tốt trên 55 km lít full đầy đủ các chức năng về đi ngay không cần phải chỉnh sửa gì cả có đầy đủ giấy tờ bstp cccd chủ hồ sơ ủy quyền theo xe nhà bán bao tranh chấp toàn quốc kiểu dáng gọn đẹp lịch sự phù hợp với mọi người thích hợp hssv ace về chạy grap bi các chị đi chợ đều cực kỳ tiện dụng cốp cực rộng yên dài chở thêm được cháu nhỏ mời lh 56 a1 nguyễn đình chiểu q1 vl gọi lh trực tiếp ưu tiên nhanh gọn lẹ tk s
101,hãng khác,dòng khác,xe số,100 175 cc,11.1,50000,24.0,2074.688796680498,1200000.0,2.4932054526026954,bán cho ai có nhu cầu hãng khác dòng khác xe số 100 175 cc xe chính chủ giá còn thương lượng 32 16 nguyễn hữu cầu
102,honda,sh,tay ga,100 175 cc,74.5,10605,2.0,5050.0,21210.0,4.324132656254979,bán xe sh 125 i 2023 bstp honda sh tay ga 100 175 cc mình bán xe chính chủ biển số tp quận tân phú xe có dán keo gỡ keo ra là k có vết trầy chạy 10605 km mua 7 2023
103,honda,sonic,tay côn moto,100 175 cc,19.999999,47744,5.0,9361.56862745098,238720.0,3.0445223901043743,bán se lấy tiền ăn tết honda sonic tay côn moto 100 175 cc xe chay em nhẹ bảo duong dinh ky thay nhớt motul mỗi 1500 km bán hoặc đổi quynh nơ nha ba con
104,honda,pcx,tay ga,100 175 cc,16.5,100000,15.0,6622.516556291391,1500000.0,2.8622008809294686,bán con em pcx như hình honda pcx tay ga 100 175 cc bán con em pcx đời 2010 125 như hình chính chủ đã ủy quyền 20 năm máy mọc zin bao êm ko hề hú hí tiết kiệm xăng công tắc tự tắt máy khi dừng xe nội thật ngoài bao đẹp xe đi giữ kỹ thay nhớt thường xuyên giá e nó 16500 tr khỏi mặc cả thị trường 19 tr 20 tr tôi bán giá đó a e thấy hợp lý alo
105,honda,dòng khác,tay ga,dưới 50 cc,10.5,7000,20.0,348.2587064676617,140000.0,2.4423470353692043,dio fit 50 cc honda dòng khác tay ga dưới 50 cc e cần bán xe honda dio máy hai thì êm mạnh máy chưa mở hay sữa chữa xe nc sơn zin có khóa chống đứng phòng trộm cắp vỏ mới thay mua về chỉ có đổ xăng chạy xem xe tại tphcm q3 q1 có fix cho ace nhiệt tình xin cảm ơn ạ
106,honda,air blade,tay ga,100 175 cc,2.6,23,14.0,1.6312056737588654,322.0,1.2809338454620642,xe hoạt động tốt giá xe chạy sang honda air blade tay ga 100 175 cc xe mỗi chức năng hoạt động tốt ai cần đi làm đi nhậu đều hợp lệ cả nay không sử dụng để ai có nhu cầu xin liên hệ em
107,yamaha,exciter,tay côn moto,100 175 cc,33.0,280000,3.0,90322.58064516129,840000.0,3.5263605246161616,xe exciter 155 năm đăng kí 2022 màu xanh gp yamaha exciter tay côn moto 100 175 cc xe chính chủ sang tên toàn quốc có fix cho mọi người mua nhanh lẹ
108,honda,dream,xe số,50 100 cc,13.5,12000,25.0,478.0876494023904,300000.0,2.6741486494265287,future 1 đời 2000 xe cọp honda dream xe số 50 100 cc nhà dư dùng e giao lưu con tâm huyết xe future 1 đời 2000 nhập thái nguyên con xe giấy tờ đầy đủ xe đầu nồi chưa hề đụng chạm zin nguyên bản cả áo theo xe từ trc đến giờ máy cực chất im hơn xe hơi đời mới êm hơn tủ lạnh xe biển víp víp lưu ý giá tốt nên ko bớt ae mua dc hả gọi khỏi mất thời gian
109,hãng khác,dòng khác,xe số,100 175 cc,12.0,150000,24.0,6224.066390041494,3600000.0,2.5649493574615367,còn thương lượng hãng khác dòng khác xe số 100 175 cc cần bán gấp xe như mới liên hệ nhanh với e nha
110,honda,cub,xe số,dưới 50 cc,5.3,12000,27.0,442.8044280442804,324000.0,1.840549633397487,cúp nhật 81 sơn zin mộc đẹp honda cub xe số dưới 50 cc e giao lưu ae chiếc xe cúp 81 50 cc đời cao sơn zin mộc cục máy nguyên zin chưa đụng chạm cực chất xe giấy tờ đầy đủ biển đẹp xe cùm còi điện đèn xi nhan trc sau zin mặt nạ zin ae dam mê thjk xe mộc sơn zin máy chất thì thầm lưu ý giá cực tốt ae mua dc hả gọi khỏi trả giá lăn tăn mất thời gian e ko trả lời tin nhắn cảm ơn
111,honda,wave,xe số,50 100 cc,9.0,62000,17.0,3625.7309941520466,1054000.0,2.302585092994046,cần bán xe wave cũ honda wave xe số 50 100 cc xe của mình chưa sữa máy có thể sang tên vì mẹ mình đứng tên
112,honda,lead,tay ga,100 175 cc,8.5,40000,15.0,2649.0066225165565,600000.0,2.2512917986064953,xe lead 110 cc cốp siêu bự máy đã làm lại siêu mươt honda lead tay ga 100 175 cc ai mua liên hệ mình nhé viết giấy tay hồ sơ đầy đủ và cà vẹt gốc thương lượng xin cám ơn
113,honda,lead,tay ga,100 175 cc,8.5,30000,15.0,1986.7549668874174,450000.0,2.2512917986064953,xe chính chủ leda 110 xe nữ đang đi còn rất mới honda lead tay ga 100 175 cc xe nhật xe nữ đi nên con rất mới bảo trì định kỳ
114,honda,chaly,xe số,dưới 50 cc,7.5,19000,,,,2.1400661634962708,xe chạy êm ít hao xăng máy còn mới honda chaly xe số dưới 50 cc tình trạng xuất xứ đúng với mô tả giấy tờ hợp lệ dòng xe cũ nhưng không sử dụng nên bán cho ai có nhã ý mua ạ
115,honda,cub,xe số,dưới 50 cc,9.7,12000,28.0,427.0462633451957,336000.0,2.3702437414678603,cúp nhật 50 cc màu xanh biển đẹp honda cub xe số dưới 50 cc bà xã nhăn nhăn nhà ở chợ chật chội em thanh lý con cúp nhật xe tâm huyết biển víp víp máy cực chất im ru ru thì thầm mùa xuân xe đề nhẹ là nổ máy thì thầm cúp nhật 50 cc đi rất tiết kiệm xăng ko cần bằng lái xe giấy tờ đầy đủ lưu ý giá ko bớt ae mua dc hả gọi khỏi mất thời gian khách mua vui lòng gọi trực tiếp miễn trả lời tin nhắn
